	マンション名	住所	立地1	立地2	立地3	築年数	建物高さ	階	賃料	管理費	敷/礼/保証/敷引,償却	間取り	専有面積	URL
0	勝どきザ・タワー	東京都中央区勝どき５	都営大江戸線/勝どき駅 歩6分	東京メトロ有楽町線/月島駅 歩12分	東京メトロ日比谷線/築地駅 歩16分	築1年	10階建	13階	20.5万円	-	20.5万円/20.5万円/-/-	1LDK	42.04m	https://suumo.jp/chintai/jnc_000041057199/?bc=100124119361
1	勝どきザ・タワー	東京都中央区勝どき５	都営大江戸線/勝どき駅 歩6分	東京メトロ有楽町線/月島駅 歩12分	東京メトロ日比谷線/築地駅 歩16分	築1年	10階建	30階	22万円	-	44万円/22万円/-/-	1LDK	58.25m	https://suumo.jp/chintai/jnc_000041057199/?bc=100124119361
2	勝どきザ・タワー	東京都中央区勝どき５	都営大江戸線/勝どき駅 歩6分	東京メトロ有楽町線/月島駅 歩12分	東京メトロ日比谷線/築地駅 歩16分	築1年	10階建	39階	24万円	-	24万円/24万円/-/-	1LDK	49.95m	https://suumo.jp/chintai/jnc_000041057199/?bc=100124119361
3	勝どきザ・タワー	東京都中央区勝どき５	都営大江戸線/勝どき駅 歩6分	東京メトロ有楽町線/月島駅 歩12分	東京メトロ日比谷線/築地駅 歩16分	築1年	10階建	39階	23.8万円	14000円	23.8万円/23.8万円/-/-	1SLDK	58.94m	https://suumo.jp/chintai/jnc_000041057199/?bc=100124119361
4	勝どきザ・タワー	東京都中央区勝どき５	都営大江戸線/勝どき駅 歩6分	東京メトロ有楽町線/月島駅 歩12分	東京メトロ日比谷線/築地駅 歩16分	築1年	10階建	22階	24.5万円	20000円	24.5万円/24.5万円/-/-	2LDK	58.94m	https://suumo.jp/chintai/jnc_000041057199/?bc=100124119361
5	勝どきザ・タワー	東京都中央区勝どき５	都営大江戸線/勝どき駅 歩6分	東京メトロ有楽町線/月島駅 歩12分	東京メトロ日比谷線/築地駅 歩16分	築1年	10階建	20階	26万円	20000円	26万円/26万円/-/-	2LDK	68.62m	https://suumo.jp/chintai/jnc_000041057199/?bc=100124119361
6	勝どきザ・タワー	東京都中央区勝どき５	都営大江戸線/勝どき駅 歩6分	東京メトロ有楽町線/月島駅 歩12分	東京メトロ日比谷線/築地駅 歩16分	築1年	10階建	14階	28.5万円	-	57万円/28.5万円/-/-	3LDK	76.14m	https://suumo.jp/chintai/jnc_000041057199/?bc=100124119361
7	勝どきザ・タワー	東京都中央区勝どき５	都営大江戸線/勝どき駅 歩6分	東京メトロ有楽町線/月島駅 歩12分	東京メトロ日比谷線/築地駅 歩16分	築1年	10階建	44階	27.5万円	15000円	27.5万円/27.5万円/-/-	3LDK	78.02m	https://suumo.jp/chintai/jnc_000041057199/?bc=100124119361
8	勝どきザ・タワー	東京都中央区勝どき５	都営大江戸線/勝どき駅 歩6分	東京メトロ有楽町線/月島駅 歩12分	東京メトロ日比谷線/築地駅 歩16分	築1年	10階建	14階	28.5万円	15000円	57万円/28.5万円/-/-	3LDK	76.14m	https://suumo.jp/chintai/jnc_000041057199/?bc=100124119361
9	勝どきザ・タワー	東京都中央区勝どき５	都営大江戸線/勝どき駅 歩6分	東京メトロ有楽町線/月島駅 歩12分	東京メトロ日比谷線/築地駅 歩16分	築1年	10階建	27階	28万円	20000円	28万円/28万円/-/-	2LDK	67.86m	https://suumo.jp/chintai/jnc_000041057199/?bc=100124119361
10	勝どきザ・タワー	東京都中央区勝どき５	都営大江戸線/勝どき駅 歩6分	東京メトロ有楽町線/月島駅 歩12分	東京メトロ日比谷線/築地駅 歩16分	築1年	10階建	14階	35万円	-	35万円/35万円/-/-	4LDK	84.6m	https://suumo.jp/chintai/jnc_000041057199/?bc=100124119361
11	勝どきザ・タワー	東京都中央区勝どき５	都営大江戸線/勝どき駅 歩6分	東京メトロ有楽町線/月島駅 歩12分	東京メトロ日比谷線/築地駅 歩16分	築1年	10階建	33階	37万円	-	74万円/37万円/-/-	2LDK	79.84m	https://suumo.jp/chintai/jnc_000041057199/?bc=100124119361
12	勝どきザ・タワー	東京都中央区勝どき５	都営大江戸線/勝どき駅 歩6分	東京メトロ有楽町線/月島駅 歩12分	東京メトロ日比谷線/築地駅 歩16分	築1年	10階建	45階	46万円	-	92万円/-/-/-	2LDK	86.44m	https://suumo.jp/chintai/jnc_000041057199/?bc=100124119361
13	勝どきザ・タワー	東京都中央区勝どき５	都営大江戸線/勝どき駅 歩6分	東京メトロ有楽町線/月島駅 歩12分	東京メトロ日比谷線/築地駅 歩16分	築1年	10階建	53階	60万円	-	60万円/60万円/-/-	2LDK	90.84m	https://suumo.jp/chintai/jnc_000041057199/?bc=100124119361
14	リバーシティ21イーストタワーズ10棟	東京都中央区佃２	東京メトロ有楽町線/月島駅 歩5分	ＪＲ京葉線/八丁堀駅 歩15分	東京メトロ東西線/門前仲町駅 歩15分	築1年	10階建	2階	15.8万円	10000円	15.8万円/-/-/-	1LDK	49.77m	https://suumo.jp/chintai/jnc_000041340442/?bc=100123098561
15	リバーシティ21イーストタワーズ10棟	東京都中央区佃２	東京メトロ有楽町線/月島駅 歩5分	ＪＲ京葉線/八丁堀駅 歩15分	東京メトロ東西線/門前仲町駅 歩15分	築1年	10階建	2階	16.3万円	10000円	16.3万円/-/-/-	1LDK	49.77m	https://suumo.jp/chintai/jnc_000041340442/?bc=100123098561
16	リバーシティ21イーストタワーズ10棟	東京都中央区佃２	東京メトロ有楽町線/月島駅 歩5分	ＪＲ京葉線/八丁堀駅 歩15分	東京メトロ東西線/門前仲町駅 歩15分	築1年	10階建	10階	19.1万円	10000円	19.1万円/-/-/-	2LDK	63.88m	https://suumo.jp/chintai/jnc_000041340442/?bc=100123098561
17	リバーシティ21イーストタワーズ10棟	東京都中央区佃２	東京メトロ有楽町線/月島駅 歩5分	ＪＲ京葉線/八丁堀駅 歩15分	東京メトロ東西線/門前仲町駅 歩15分	築1年	10階建	5階	22.9万円	10000円	22.9万円/-/-/-	2LDK	86.8m	https://suumo.jp/chintai/jnc_000041340442/?bc=100123098561
18	リバーシティ21イーストタワーズ10棟	東京都中央区佃２	東京メトロ有楽町線/月島駅 歩5分	ＪＲ京葉線/八丁堀駅 歩15分	東京メトロ東西線/門前仲町駅 歩15分	築1年	10階建	5階	24.9万円	10000円	24.9万円/-/-/-	2LDK	82.58m	https://suumo.jp/chintai/jnc_000041340442/?bc=100123098561
19	リバーシティ21イーストタワーズ10棟	東京都中央区佃２	東京メトロ有楽町線/月島駅 歩5分	ＪＲ京葉線/八丁堀駅 歩15分	東京メトロ東西線/門前仲町駅 歩15分	築1年	10階建	13階	28.9万円	10000円	28.9万円/-/-/-	3LDK	82.73m	https://suumo.jp/chintai/jnc_000041340442/?bc=100123098561
20	リバーシティ21イーストタワーズ10棟	東京都中央区佃２	東京メトロ有楽町線/月島駅 歩5分	ＪＲ京葉線/八丁堀駅 歩15分	東京メトロ東西線/門前仲町駅 歩15分	築1年	10階建	26階	30万円	10000円	30万円/-/-/-	3LDK	82.73m	https://suumo.jp/chintai/jnc_000041340442/?bc=100123098561
21	Le Cocon 人形町	東京都中央区日本橋富沢町	東京メトロ日比谷線/人形町駅 歩4分	都営新宿線/浜町駅 歩5分	東京メトロ半蔵門線/水天宮前駅 歩7分	築1年	10階建	6階	16万円	10000円	16万円/32万円/-/-	1LDK	40.5m	https://suumo.jp/chintai/jnc_000041039934/?bc=100124140713
22	ラクラス月島	東京都中央区月島４	東京メトロ有楽町線/月島駅 歩4分	都営大江戸線/勝どき駅 歩6分	ＪＲ京葉線/越中島駅 歩18分	築1年	10階建	6階	11.1万円	8000円	11.1万円/11.1万円/-/-	1K	26.52m	https://suumo.jp/chintai/jnc_000040611827/?bc=100125419117
23	ラクラス月島	東京都中央区月島４	東京メトロ有楽町線/月島駅 歩4分	都営大江戸線/勝どき駅 歩6分	ＪＲ京葉線/越中島駅 歩18分	築1年	10階建	9階	13.4万円	8000円	13.4万円/13.4万円/-/-	1K	31.55m	https://suumo.jp/chintai/jnc_000040611827/?bc=100125419117
24	ラクラス月島	東京都中央区月島４	東京メトロ有楽町線/月島駅 歩4分	都営大江戸線/勝どき駅 歩6分	ＪＲ京葉線/越中島駅 歩18分	築1年	10階建	5階	16.8万円	10000円	16.8万円/16.8万円/-/-	1LDK	42.42m	https://suumo.jp/chintai/jnc_000040611827/?bc=100125419117
25	ラクラス月島	東京都中央区月島４	東京メトロ有楽町線/月島駅 歩4分	都営大江戸線/勝どき駅 歩6分	ＪＲ京葉線/越中島駅 歩18分	築1年	10階建	7階	16.9万円	10000円	16.9万円/16.9万円/-/-	1LDK	42.42m	https://suumo.jp/chintai/jnc_000040611827/?bc=100125419117
26	ラクラス月島	東京都中央区月島４	東京メトロ有楽町線/月島駅 歩4分	都営大江戸線/勝どき駅 歩6分	ＪＲ京葉線/越中島駅 歩18分	築1年	10階建	9階	17.1万円	10000円	17.1万円/17.1万円/-/-	1LDK	42.57m	https://suumo.jp/chintai/jnc_000040611827/?bc=100125419117
27	ラクラス月島	東京都中央区月島４	東京メトロ有楽町線/月島駅 歩4分	都営大江戸線/勝どき駅 歩6分	ＪＲ京葉線/越中島駅 歩18分	築1年	10階建	10階	17.2万円	10000円	17.2万円/17.2万円/-/-	1LDK	42.43m	https://suumo.jp/chintai/jnc_000040611827/?bc=100125419117
28	アクタージュ新御徒町	東京都台東区小島２	都営大江戸線/新御徒町駅 歩2分	ＪＲ山手線/御徒町駅 歩12分	東京メトロ銀座線/稲荷町駅 歩10分	築1年	10階建	3階	13.4万円	6000円	13.4万円/13.4万円/-/-	1LDK	38.45m	https://suumo.jp/chintai/jnc_000041512704/?bc=100125872852
29	リファイズエクスクルーシヴ	東京都台東区清川２	東京メトロ日比谷線/南千住駅 歩7分	東京メトロ日比谷線/三ノ輪駅 歩10分	つくばエクスプレス/南千住駅 歩9分	築1年	10階建	8階	11万円	10000円	11万円/11万円/-/-	1LDK	40.11m	https://suumo.jp/chintai/jnc_000039539585/?bc=100125739389
30	リファイズエクスクルーシヴ	東京都台東区清川２	東京メトロ日比谷線/南千住駅 歩7分	東京メトロ日比谷線/三ノ輪駅 歩10分	つくばエクスプレス/南千住駅 歩9分	築14年	12階建	3階	11.5万円	10000円	11.5万円/11.5万円/-/-	1LDK	40.11m	https://suumo.jp/chintai/jnc_000039539585/?bc=100125739389
31	東京メトロ銀座線 上野駅 7階建 築2年	東京都台東区東上野２	東京メトロ銀座線/上野駅 歩2分	ＪＲ山手線/御徒町駅 歩8分	都営大江戸線/上野御徒町駅 歩6分	築14年	12階建	5階	14万円	10000円	14万円/14万円/-/-	1LDK	40.5m	https://suumo.jp/chintai/jnc_000041467397/?bc=100125787785
32	ロメック月島	東京都中央区佃３	東京メトロ有楽町線/月島駅 歩1分	ＪＲ京葉線/越中島駅 歩13分	都営大江戸線/勝どき駅 歩13分	築14年	12階建	5階	16万円	12000円	-/-/32万円/-	1LDK	40.71m	https://suumo.jp/chintai/jnc_000041467312/?bc=100125758973
33	ロメック月島	東京都中央区佃３	東京メトロ有楽町線/月島駅 歩1分	ＪＲ京葉線/越中島駅 歩13分	都営大江戸線/勝どき駅 歩13分	築14年	12階建	5階	18万円	12000円	-/-/-/-	1LDK	40.71m	https://suumo.jp/chintai/jnc_000041467312/?bc=100125758973
34	ジェノヴィア浅草橋グリーンヴェール	東京都台東区柳橋２	都営浅草線/浅草橋駅 歩4分	都営大江戸線/蔵前駅 歩9分	ＪＲ総武線快速/馬喰町駅 歩9分	築14年	12階建	7階	8.85万円	10000円	-/8.85万円/-/-	1K	25.67m	https://suumo.jp/chintai/jnc_000041487295/?bc=100125783989
35	ジェノヴィア浅草橋グリーンヴェール	東京都台東区柳橋２	都営浅草線/浅草橋駅 歩4分	都営大江戸線/蔵前駅 歩9分	ＪＲ総武線快速/馬喰町駅 歩9分	築14年	12階建	8階	14.15万円	15000円	-/14.15万円/-/-	2K	40.9m	https://suumo.jp/chintai/jnc_000041487295/?bc=100125783989
36	パークアクシス銀座イースト	東京都中央区新富２	東京メトロ有楽町線/新富町駅 歩1分	東京メトロ日比谷線/築地駅 歩4分	ＪＲ京葉線/八丁堀駅 歩8分	築14年	12階建	3階	11.8万円	8000円	23.6万円/11.8万円/-/-	1K	25.52m	https://suumo.jp/chintai/jnc_000040604950/?bc=100122547328
37	パークアクシス銀座イースト	東京都中央区新富２	東京メトロ有楽町線/新富町駅 歩1分	東京メトロ日比谷線/築地駅 歩4分	ＪＲ京葉線/八丁堀駅 歩8分	築14年	12階建	5階	19.9万円	10000円	39.8万円/19.9万円/-/-	1LDK	61.11m	https://suumo.jp/chintai/jnc_000040604950/?bc=100122547328
38	パークアクシス銀座イースト	東京都中央区新富２	東京メトロ有楽町線/新富町駅 歩1分	東京メトロ日比谷線/築地駅 歩4分	ＪＲ京葉線/八丁堀駅 歩8分	築14年	12階建	6階	21.9万円	10000円	43.8万円/21.9万円/-/-	1LDK	56.04m	https://suumo.jp/chintai/jnc_000040604950/?bc=100122547328
39	ライジングプレイス浅草四番館	東京都台東区千束１	つくばエクスプレス/浅草駅 歩5分	東京メトロ日比谷線/入谷駅 歩9分	東京メトロ銀座線/浅草駅 歩15分	築14年	12階建	10階	8.4万円	10000円	8.4万円/8.4万円/-/-	1K	25.54m	https://suumo.jp/chintai/jnc_000041482340/?bc=100125779095
40	ライジングプレイス浅草四番館	東京都台東区千束１	つくばエクスプレス/浅草駅 歩5分	東京メトロ日比谷線/入谷駅 歩9分	東京メトロ銀座線/浅草駅 歩15分	築14年	12階建	12階	13.5万円	10000円	13.5万円/13.5万円/-/-	1LDK	40.94m	https://suumo.jp/chintai/jnc_000041482340/?bc=100125779095
41	レオーネ上野入谷	東京都台東区入谷２	東京メトロ日比谷線/入谷駅 歩5分	ＪＲ山手線/鶯谷駅 歩14分	ＪＲ山手線/上野駅 歩17分	築14年	12階建	4階	8万円	15000円	-/8万円/-/-	1K	27.96m	https://suumo.jp/chintai/jnc_000024897406/?bc=100125641512
42	レオーネ上野入谷	東京都台東区入谷２	東京メトロ日比谷線/入谷駅 歩5分	ＪＲ山手線/鶯谷駅 歩14分	ＪＲ山手線/上野駅 歩17分	築14年	12階建	3階	10.8万円	8000円	10.8万円/10.8万円/-/-	ワンルーム	37.76m	https://suumo.jp/chintai/jnc_000024897406/?bc=100125641512
43	レオーネ上野入谷	東京都台東区入谷２	東京メトロ日比谷線/入谷駅 歩5分	ＪＲ山手線/鶯谷駅 歩14分	ＪＲ山手線/上野駅 歩17分	築14年	12階建	3階	10.9万円	8000円	10.9万円/10.9万円/-/-	ワンルーム	37.76m	https://suumo.jp/chintai/jnc_000024897406/?bc=100125641512
44	レオーネ上野入谷	東京都台東区入谷２	東京メトロ日比谷線/入谷駅 歩5分	ＪＲ山手線/鶯谷駅 歩14分	ＪＲ山手線/上野駅 歩17分	築14年	12階建	9階	11万円	15000円	-/11万円/-/-	ワンルーム	37.76m	https://suumo.jp/chintai/jnc_000024897406/?bc=100125641512
45	レオーネ上野入谷	東京都台東区入谷２	東京メトロ日比谷線/入谷駅 歩5分	ＪＲ山手線/鶯谷駅 歩14分	ＪＲ山手線/上野駅 歩17分	築14年	12階建	8階	11.5万円	15000円	-/11.5万円/-/-	ワンルーム	37.76m	https://suumo.jp/chintai/jnc_000024897406/?bc=100125641512
46	ガーラ・ステーション新富町	東京都中央区築地２	東京メトロ有楽町線/新富町駅 歩1分	東京メトロ日比谷線/築地駅 歩3分	都営浅草線/東銀座駅 歩8分	築14年	12階建	8階	8.6万円	8000円	8.6万円/12.9万円/-/-	1K	21.16m	https://suumo.jp/chintai/jnc_000040921246/?bc=100123639730
47	ガーラ・ステーション新富町	東京都中央区築地２	東京メトロ有楽町線/新富町駅 歩1分	東京メトロ日比谷線/築地駅 歩3分	都営浅草線/東銀座駅 歩8分	築14年	12階建	3階	8.7万円	9000円	8.7万円/17.4万円/-/-	1K	21.08m	https://suumo.jp/chintai/jnc_000040921246/?bc=100123639730
48	ガーラ・ステーション新富町	東京都中央区築地２	東京メトロ有楽町線/新富町駅 歩1分	東京メトロ日比谷線/築地駅 歩3分	都営浅草線/東銀座駅 歩8分	築14年	12階建	3階	8.7万円	9000円	8.7万円/17.4万円/-/-	1K	21.08m	https://suumo.jp/chintai/jnc_000040921246/?bc=100123639730
49	ガーラ・ステーション新富町	東京都中央区築地２	東京メトロ有楽町線/新富町駅 歩1分	東京メトロ日比谷線/築地駅 歩3分	都営浅草線/東銀座駅 歩8分	築14年	12階建	8階	8.7万円	9000円	8.7万円/17.4万円/-/-	1K	21.08m	https://suumo.jp/chintai/jnc_000040921246/?bc=100123639730
50	ガーラ・ステーション新富町	東京都中央区築地２	東京メトロ有楽町線/新富町駅 歩1分	東京メトロ日比谷線/築地駅 歩3分	都営浅草線/東銀座駅 歩8分	築14年	12階建	3階	8.7万円	9000円	8.7万円/17.4万円/-/-	1K	21.08m	https://suumo.jp/chintai/jnc_000040921246/?bc=100123639730
51	東京メトロ日比谷線 入谷駅 14階建 新築	東京都台東区入谷１	東京メトロ日比谷線/入谷駅 歩2分	ＪＲ山手線/鶯谷駅 歩10分	つくばエクスプレス/浅草駅 歩15分	築14年	12階建	8階	10.2万円	-	10.2万円/20.4万円/-/-	1K	27.69m	https://suumo.jp/chintai/jnc_000041423611/?bc=100125763480
52	東京メトロ日比谷線 入谷駅 14階建 新築	東京都台東区入谷１	東京メトロ日比谷線/入谷駅 歩2分	ＪＲ山手線/鶯谷駅 歩10分	つくばエクスプレス/浅草駅 歩15分	築14年	12階建	9階	10.3万円	-	10.3万円/20.6万円/-/-	1K	27.93m	https://suumo.jp/chintai/jnc_000041423611/?bc=100125763480
53	パティオ神田	東京都千代田区岩本町２	ＪＲ山手線/神田駅 歩6分	ＪＲ山手線/秋葉原駅 歩9分	都営浅草線/人形町駅 歩12分	築14年	12階建	8階	9.8万円	12000円	-/-/9.8万円/-	1K	25.03m	https://suumo.jp/chintai/jnc_000040611808/?bc=100122835751
54	パティオ神田	東京都千代田区岩本町２	ＪＲ山手線/神田駅 歩6分	ＪＲ山手線/秋葉原駅 歩9分	都営浅草線/人形町駅 歩12分	築14年	12階建	8階	10.7万円	12000円	-/-/21.4万円/21.4万円	1K	25.04m	https://suumo.jp/chintai/jnc_000040611808/?bc=100122835751
55	パティオ神田	東京都千代田区岩本町２	ＪＲ山手線/神田駅 歩6分	ＪＲ山手線/秋葉原駅 歩9分	都営浅草線/人形町駅 歩12分	築14年	12階建	8階	10.7万円	12000円	-/-/21.4万円/21.4万円	1K	25.01m	https://suumo.jp/chintai/jnc_000040611808/?bc=100122835751
56	パティオ神田	東京都千代田区岩本町２	ＪＲ山手線/神田駅 歩6分	ＪＲ山手線/秋葉原駅 歩9分	都営浅草線/人形町駅 歩12分	築14年	12階建	9階	10.9万円	12000円	-/-/21.8万円/-	1K	25.04m	https://suumo.jp/chintai/jnc_000040611808/?bc=100122835751
57	パティオ神田	東京都千代田区岩本町２	ＪＲ山手線/神田駅 歩6分	ＪＲ山手線/秋葉原駅 歩9分	都営浅草線/人形町駅 歩12分	築14年	12階建	8階	11.7万円	8000円	-/-/-/-	1K	25.01m	https://suumo.jp/chintai/jnc_000040611808/?bc=100122835751
58	パティオ神田	東京都千代田区岩本町２	ＪＲ山手線/神田駅 歩6分	ＪＲ山手線/秋葉原駅 歩9分	都営浅草線/人形町駅 歩12分	築14年	12階建	8階	11.7万円	12000円	-/-/-/-	1K	25.04m	https://suumo.jp/chintai/jnc_000040611808/?bc=100122835751
59	パティオ神田	東京都千代田区岩本町２	ＪＲ山手線/神田駅 歩6分	ＪＲ山手線/秋葉原駅 歩9分	都営浅草線/人形町駅 歩12分	築14年	12階建	9階	11.9万円	12000円	-/-/-/-	1K	25.04m	https://suumo.jp/chintai/jnc_000040611808/?bc=100122835751
60	パティオ神田	東京都千代田区岩本町２	ＪＲ山手線/神田駅 歩6分	ＪＲ山手線/秋葉原駅 歩9分	都営浅草線/人形町駅 歩12分	築19年	13階建	13階	12.9万円	12000円	-/-/25.8万円/25.8万円	1LDK	30.19m	https://suumo.jp/chintai/jnc_000040611808/?bc=100122835751
61	パティオ神田	東京都千代田区岩本町２	ＪＲ山手線/神田駅 歩6分	ＪＲ山手線/秋葉原駅 歩9分	都営浅草線/人形町駅 歩12分	築19年	13階建	13階	12.9万円	12000円	-/-/25.8万円/-	1K	30.19m	https://suumo.jp/chintai/jnc_000040611808/?bc=100122835751
62	パティオ神田	東京都千代田区岩本町２	ＪＲ山手線/神田駅 歩6分	ＪＲ山手線/秋葉原駅 歩9分	都営浅草線/人形町駅 歩12分	築19年	13階建	13階	13.9万円	12000円	-/-/-/-	1LDK	30.19m	https://suumo.jp/chintai/jnc_000040611808/?bc=100122835751
63	パティオ神田	東京都千代田区岩本町２	ＪＲ山手線/神田駅 歩6分	ＪＲ山手線/秋葉原駅 歩9分	都営浅草線/人形町駅 歩12分	築19年	13階建	5階	17.5万円	12000円	-/-/35万円/-	1LDK	45.81m	https://suumo.jp/chintai/jnc_000040611808/?bc=100122835751
64	メトロステージ上野	東京都台東区下谷１	ＪＲ山手線/上野駅 歩7分	ＪＲ京浜東北線/鶯谷駅 歩9分	東京メトロ日比谷線/入谷駅 歩6分	築19年	13階建	8階	8.7万円	8000円	17.4万円/8.7万円/-/-	1K	25.84m	https://suumo.jp/chintai/jnc_000039653672/?bc=100119464851
65	メトロステージ上野	東京都台東区下谷１	ＪＲ山手線/上野駅 歩7分	ＪＲ京浜東北線/鶯谷駅 歩9分	東京メトロ日比谷線/入谷駅 歩6分	築19年	13階建	6階	8.7万円	8000円	17.4万円/8.7万円/-/-	1K	25.01m	https://suumo.jp/chintai/jnc_000039653672/?bc=100119464851
66	メトロステージ上野	東京都台東区下谷１	ＪＲ山手線/上野駅 歩7分	ＪＲ京浜東北線/鶯谷駅 歩9分	東京メトロ日比谷線/入谷駅 歩6分	築19年	13階建	2階	12.3万円	10000円	24.6万円/12.3万円/-/-	1LDK	41.69m	https://suumo.jp/chintai/jnc_000039653672/?bc=100119464851
67	メトロステージ上野	東京都台東区下谷１	ＪＲ山手線/上野駅 歩7分	ＪＲ京浜東北線/鶯谷駅 歩9分	東京メトロ日比谷線/入谷駅 歩6分	築19年	13階建	4階	12.5万円	10000円	25万円/12.5万円/-/-	1LDK	41.69m	https://suumo.jp/chintai/jnc_000039653672/?bc=100119464851
68	メトロステージ上野	東京都台東区下谷１	ＪＲ山手線/上野駅 歩7分	ＪＲ京浜東北線/鶯谷駅 歩9分	東京メトロ日比谷線/入谷駅 歩6分	築19年	13階建	9階	13万円	10000円	26万円/13万円/-/-	1LDK	41.69m	https://suumo.jp/chintai/jnc_000039653672/?bc=100119464851
69	メトロステージ上野	東京都台東区下谷１	ＪＲ山手線/上野駅 歩7分	ＪＲ京浜東北線/鶯谷駅 歩9分	東京メトロ日比谷線/入谷駅 歩6分	築19年	13階建	8階	15.5万円	10000円	31万円/15.5万円/-/-	2LDK	53.35m	https://suumo.jp/chintai/jnc_000039653672/?bc=100119464851
70	メトロステージ上野	東京都台東区下谷１	ＪＲ山手線/上野駅 歩7分	ＪＲ京浜東北線/鶯谷駅 歩9分	東京メトロ日比谷線/入谷駅 歩6分	築19年	13階建	9階	15.6万円	10000円	31.2万円/15.6万円/-/-	2LDK	53.35m	https://suumo.jp/chintai/jnc_000039653672/?bc=100119464851
71	コンフォリア上野入谷	東京都台東区竜泉２	東京メトロ日比谷線/入谷駅 歩6分	ＪＲ山手線/鶯谷駅 歩14分	ＪＲ山手線/上野駅 歩21分	築19年	13階建	8階	9.1万円	8000円	9.1万円/-/-/-	1K	25.97m	https://suumo.jp/chintai/jnc_000040600403/?bc=100125701642
72	コンフォリア上野入谷	東京都台東区竜泉２	東京メトロ日比谷線/入谷駅 歩6分	ＪＲ山手線/鶯谷駅 歩14分	ＪＲ山手線/上野駅 歩21分	築19年	13階建	8階	9.6万円	8000円	9.6万円/-/-/-	1K	25.97m	https://suumo.jp/chintai/jnc_000040600403/?bc=100125701642
73	コンフォリア上野入谷	東京都台東区竜泉２	東京メトロ日比谷線/入谷駅 歩6分	ＪＲ山手線/鶯谷駅 歩14分	ＪＲ山手線/上野駅 歩21分	築19年	13階建	7階	17.6万円	12000円	17.6万円/-/-/-	1LDK	50.36m	https://suumo.jp/chintai/jnc_000040600403/?bc=100125701642
74	プレミアムキューブG上野	東京都台東区元浅草１	ＪＲ山手線/上野駅 歩10分	東京メトロ銀座線/稲荷町駅 歩3分	都営大江戸線/新御徒町駅 歩4分	築19年	13階建	1階	9.05万円	15000円	9.05万円/9.05万円/-/-	1K	25.82m	https://suumo.jp/chintai/jnc_000040956868/?bc=100123849240
75	プレミアムキューブG上野	東京都台東区元浅草１	ＪＲ山手線/上野駅 歩10分	東京メトロ銀座線/稲荷町駅 歩3分	都営大江戸線/新御徒町駅 歩4分	築19年	13階建	2階	9.35万円	15000円	9.35万円/9.35万円/-/-	1K	25.82m	https://suumo.jp/chintai/jnc_000040956868/?bc=100123849240
76	プレミアムキューブG上野	東京都台東区元浅草１	ＪＲ山手線/上野駅 歩10分	東京メトロ銀座線/稲荷町駅 歩3分	都営大江戸線/新御徒町駅 歩4分	築19年	13階建	3階	9.4万円	15000円	9.4万円/9.4万円/-/-	1K	25.82m	https://suumo.jp/chintai/jnc_000040956868/?bc=100123849240
77	プレミアムキューブG上野	東京都台東区元浅草１	ＪＲ山手線/上野駅 歩10分	東京メトロ銀座線/稲荷町駅 歩3分	都営大江戸線/新御徒町駅 歩4分	築19年	13階建	1階	9.55万円	15000円	-/-/-/-	1K	25.82m	https://suumo.jp/chintai/jnc_000040956868/?bc=100123849240
78	プレミアムキューブG上野	東京都台東区元浅草１	ＪＲ山手線/上野駅 歩10分	東京メトロ銀座線/稲荷町駅 歩3分	都営大江戸線/新御徒町駅 歩4分	築19年	13階建	2階	9.85万円	15000円	-/-/-/-	1K	25.82m	https://suumo.jp/chintai/jnc_000040956868/?bc=100123849240
79	プレミアムキューブG上野	東京都台東区元浅草１	ＪＲ山手線/上野駅 歩10分	東京メトロ銀座線/稲荷町駅 歩3分	都営大江戸線/新御徒町駅 歩4分	築19年	13階建	2階	9.85万円	15000円	-/-/-/-	1K	25.82m	https://suumo.jp/chintai/jnc_000040956868/?bc=100123849240
80	プレミアムキューブG上野	東京都台東区元浅草１	ＪＲ山手線/上野駅 歩10分	東京メトロ銀座線/稲荷町駅 歩3分	都営大江戸線/新御徒町駅 歩4分	築19年	13階建	9階	14.2万円	15000円	14.2万円/-/-/-	1LDK	40.25m	https://suumo.jp/chintai/jnc_000040956868/?bc=100123849240
81	ＪＲ山手線 御徒町駅 13階建 築4年	東京都台東区元浅草１	ＪＲ山手線/御徒町駅 歩10分	都営大江戸線/新御徒町駅 歩2分	東京メトロ日比谷線/仲御徒町駅 歩9分	築19年	13階建	9階	11万円	10500円	-/11万円/-/-	1K	25.22m	https://suumo.jp/chintai/jnc_000036620093/?bc=100048247563
82	ＪＲ山手線 御徒町駅 13階建 築4年	東京都台東区元浅草１	ＪＲ山手線/御徒町駅 歩10分	都営大江戸線/新御徒町駅 歩2分	東京メトロ日比谷線/仲御徒町駅 歩9分	築19年	13階建	11階	16万円	-	16万円/16万円/-/-	1LDK	40.27m	https://suumo.jp/chintai/jnc_000036620093/?bc=100048247563
83	ＪＲ山手線 御徒町駅 13階建 築4年	東京都台東区元浅草１	ＪＲ山手線/御徒町駅 歩10分	都営大江戸線/新御徒町駅 歩2分	東京メトロ日比谷線/仲御徒町駅 歩9分	築19年	13階建	11階	16万円	10000円	16万円/16万円/-/16万円	1LDK	40.27m	https://suumo.jp/chintai/jnc_000036620093/?bc=100048247563
