	マンション名	住所	立地1	立地2	立地3	築年数	建物高さ	階	賃料	管理費	敷/礼/保証/敷引,償却	間取り	専有面積	立地11	立地12	立地21	立地22	立地31	立地32	敷金	礼金	保証金	敷引,償却	賃料+管理費	敷/礼/保証金	階1	階2	間取りDK	間取りK	間取りL	間取りS
61	カーサニコル3	東京都足立区堀之内１	日暮里・舎人ライナー/江北駅 歩15分	東京メトロ南北線/王子神谷駅 車8分(3.2km)	都電荒川線/荒川車庫前駅 車13分(3.9km)			1階	85000.0	3000	-/-/-/-	2	49.17	日暮里・舎人ライナー/江北駅	15	東京メトロ南北線/王子神谷駅 車8分(3.2km)		都電荒川線/荒川車庫前駅 車13分(3.9km)		0.0	0.0	0.0	-	88000.0	0.0	1		1	0	1	0
62	カーサニコル3	東京都足立区堀之内１	日暮里・舎人ライナー/江北駅 歩15分	東京メトロ南北線/王子神谷駅 車8分(3.2km)	都電荒川線/荒川車庫前駅 車13分(3.9km)			1階	87000.0	3000	-/-/-/-	2	49.17	日暮里・舎人ライナー/江北駅	15	東京メトロ南北線/王子神谷駅 車8分(3.2km)		都電荒川線/荒川車庫前駅 車13分(3.9km)		0.0	0.0	0.0	-	90000.0	0.0	1		1	0	1	0
63	ルチルみすみII	東京都足立区江北５	日暮里・舎人ライナー/江北駅 歩10分	東武伊勢崎線/西新井駅 歩30分	東武大師線/大師前駅 歩19分			2階	84000.0	3000	8.4万円/-/-/-	1	41.25	日暮里・舎人ライナー/江北駅	10	東武伊勢崎線/西新井駅	30.0	東武大師線/大師前駅	19.0	84000.0	0.0	0.0	-	87000.0	84000.0	2		1	0	1	0
64	エクセレンス	東京都足立区皿沼３	日暮里・舎人ライナー/谷在家駅 歩10分	日暮里・舎人ライナー/舎人公園駅 歩11分	日暮里・舎人ライナー/西新井大師西駅 歩21分			2階	79000.0	3000	-/3.01万円/4.51万円/-	1	40.35	日暮里・舎人ライナー/谷在家駅	10	日暮里・舎人ライナー/舎人公園駅	11.0	日暮里・舎人ライナー/西新井大師西駅	21.0	0.0	30099.999999999996	45100.0	-	82000.0	75200.0	2		1	0	1	0
65	エクセレンス	東京都足立区皿沼３	日暮里・舎人ライナー/谷在家駅 歩10分	日暮里・舎人ライナー/舎人公園駅 歩11分	日暮里・舎人ライナー/西新井大師西駅 歩21分			2階	82000.0	3000	-/3万円/-/-	1	40.35	日暮里・舎人ライナー/谷在家駅	10	日暮里・舎人ライナー/舎人公園駅	11.0	日暮里・舎人ライナー/西新井大師西駅	21.0	0.0	30000.0	0.0	-	85000.0	30000.0	2		1	0	1	0
66	ソフィアコート	東京都足立区入谷３	日暮里・舎人ライナー/見沼代親水公園駅 歩13分					8階	76000.0	6000	7.6万円/3.8万円/-/-	1	40.0	日暮里・舎人ライナー/見沼代親水公園駅	13					76000.0	38000.0	0.0	-	82000.0	114000.0	8		1	0	1	0
67	サンビレッジ保塚Ｃ	東京都足立区保塚町	つくばエクスプレス/六町駅 歩10分	つくばエクスプレス/青井駅 歩27分	東武伊勢崎線/西新井駅 歩60分			2階	86000.0	2000	4.3万円/12.9万円/-/-	2	51.8	つくばエクスプレス/六町駅	10	つくばエクスプレス/青井駅	27.0	東武伊勢崎線/西新井駅	60.0	43000.0	129000.0	0.0	-	88000.0	172000.0	2		1	0	1	0
68	ヴェルジェ東伊興	東京都足立区東伊興３	東武伊勢崎線/竹ノ塚駅 歩8分	日暮里・舎人ライナー/舎人公園駅 歩28分	東武伊勢崎線/谷塚駅 歩29分			3階	95000.0	4000	9.5万円/-/-/-	2	56.2	東武伊勢崎線/竹ノ塚駅	8	日暮里・舎人ライナー/舎人公園駅	28.0	東武伊勢崎線/谷塚駅	29.0	95000.0	0.0	0.0	-	99000.0	95000.0	3		1	0	1	0
69	パリス・デイジー	東京都足立区加平２	東京メトロ千代田線/北綾瀬駅 歩10分	つくばエクスプレス/六町駅 歩13分	つくばエクスプレス/青井駅 歩21分			2階	87000.0	3500	-/8.7万円/-/-	1	41.27	東京メトロ千代田線/北綾瀬駅	10	つくばエクスプレス/六町駅	13.0	つくばエクスプレス/青井駅	21.0	0.0	87000.0	0.0	-	90500.0	87000.0	2		1	0	1	0
70	パリス・デイジー	東京都足立区加平２	東京メトロ千代田線/北綾瀬駅 歩10分	つくばエクスプレス/六町駅 歩13分	つくばエクスプレス/青井駅 歩21分			2階	87000.0	3500	-/8.7万円/-/-	1	41.27	東京メトロ千代田線/北綾瀬駅	10	つくばエクスプレス/六町駅	13.0	つくばエクスプレス/青井駅	21.0	0.0	87000.0	0.0	-	90500.0	87000.0	2		1	0	1	0
71	大師グリーンプラザ	東京都足立区西新井２	東武大師線/大師前駅 歩11分	日暮里・舎人ライナー/西新井大師西駅 歩18分				2階	92000.0	5000	-/-/-/-	3	60.9	東武大師線/大師前駅	11	日暮里・舎人ライナー/西新井大師西駅	18.0			0.0	0.0	0.0	-	97000.0	0.0	2		1	0	1	0
72	フォーリア	東京都足立区東保木間１	つくばエクスプレス/六町駅 歩11分					2階	83000.0	3000	-/8.3万円/-/-	1	42.59	つくばエクスプレス/六町駅	11					0.0	83000.0	0.0	-	86000.0	83000.0	2		1	0	1	0
73	Rich　Prosper（リッチ プラスパ）	東京都足立区皿沼１	日暮里・舎人ライナー/舎人公園駅 歩12分	日暮里・舎人ライナー/谷在家駅 歩15分	日暮里・舎人ライナー/西新井大師西駅 歩24分			4階	82000.0	7000	8.2万円/-/-/-	1	45.63	日暮里・舎人ライナー/舎人公園駅	12	日暮里・舎人ライナー/谷在家駅	15.0	日暮里・舎人ライナー/西新井大師西駅	24.0	82000.0	0.0	0.0	-	89000.0	82000.0	4		1	0	1	0
74	Rich　Prosper（リッチ プラスパ）	東京都足立区皿沼１	日暮里・舎人ライナー/舎人公園駅 歩12分	日暮里・舎人ライナー/谷在家駅 歩15分	日暮里・舎人ライナー/西新井大師西駅 歩24分			5階	83000.0	7000	8.3万円/-/-/-	1	45.63	日暮里・舎人ライナー/舎人公園駅	12	日暮里・舎人ライナー/谷在家駅	15.0	日暮里・舎人ライナー/西新井大師西駅	24.0	83000.0	0.0	0.0	-	90000.0	83000.0	5		1	0	1	0
75	アデニウム五反野	東京都足立区足立４	東武伊勢崎線/五反野駅 歩6分		東武伊勢崎線/小菅駅 歩20分			6階	120000.0	0	24万円/12万円/-/-	3	71.37	東武伊勢崎線/五反野駅	6			東武伊勢崎線/小菅駅	20.0	240000.0	120000.0	0.0	-	120000.0	360000.0	6		1	0	1	0
76	パティオ神田	東京都千代田区岩本町２	ＪＲ山手線/神田駅 歩6分	ＪＲ総武線/秋葉原駅 歩9分	東京メトロ銀座線/三越前駅 歩10分	6.0	41.0	8階	98000.0	12000	-/-/9.8万円/-	1	25.03	ＪＲ山手線/神田駅	6	ＪＲ総武線/秋葉原駅	9.0	東京メトロ銀座線/三越前駅	10.0	0.0	0.0	98000.0	-	110000.0	98000.0	8		0	1	0	0
77	パティオ神田	東京都千代田区岩本町２	ＪＲ山手線/神田駅 歩6分	ＪＲ総武線/秋葉原駅 歩9分	東京メトロ銀座線/三越前駅 歩10分	6.0	41.0	8階	107000.0	12000	-/-/21.4万円/21.4万円	1	25.03	ＪＲ山手線/神田駅	6	ＪＲ総武線/秋葉原駅	9.0	東京メトロ銀座線/三越前駅	10.0	0.0	0.0	214000.0	21.4万円	119000.0	214000.0	8		0	1	0	0
78	パティオ神田	東京都千代田区岩本町２	ＪＲ山手線/神田駅 歩6分	ＪＲ総武線/秋葉原駅 歩9分	東京メトロ銀座線/三越前駅 歩10分	6.0	41.0	8階	107000.0	12000	-/-/21.4万円/21.4万円	1	25.01	ＪＲ山手線/神田駅	6	ＪＲ総武線/秋葉原駅	9.0	東京メトロ銀座線/三越前駅	10.0	0.0	0.0	214000.0	21.4万円	119000.0	214000.0	8		0	1	0	0
79	パティオ神田	東京都千代田区岩本町２	ＪＲ山手線/神田駅 歩6分	ＪＲ総武線/秋葉原駅 歩9分	東京メトロ銀座線/三越前駅 歩10分	6.0	41.0	9階	109000.0	12000	-/-/21.8万円/-	1	25.04	ＪＲ山手線/神田駅	6	ＪＲ総武線/秋葉原駅	9.0	東京メトロ銀座線/三越前駅	10.0	0.0	0.0	218000.0	-	121000.0	218000.0	9		0	1	0	0
80	パティオ神田	東京都千代田区岩本町２	ＪＲ山手線/神田駅 歩6分	ＪＲ総武線/秋葉原駅 歩9分	東京メトロ銀座線/三越前駅 歩10分	6.0	41.0	8階	117000.0	8000	-/-/-/-	1	25.01	ＪＲ山手線/神田駅	6	ＪＲ総武線/秋葉原駅	9.0	東京メトロ銀座線/三越前駅	10.0	0.0	0.0	0.0	-	125000.0	0.0	8		0	1	0	0
81	パティオ神田	東京都千代田区岩本町２	ＪＲ山手線/神田駅 歩6分	ＪＲ総武線/秋葉原駅 歩9分	東京メトロ銀座線/三越前駅 歩10分	6.0	41.0	8階	117000.0	12000	-/-/-/-	1	25.04	ＪＲ山手線/神田駅	6	ＪＲ総武線/秋葉原駅	9.0	東京メトロ銀座線/三越前駅	10.0	0.0	0.0	0.0	-	129000.0	0.0	8		0	1	0	0
82	パティオ神田	東京都千代田区岩本町２	ＪＲ山手線/神田駅 歩6分	ＪＲ総武線/秋葉原駅 歩9分	東京メトロ銀座線/三越前駅 歩10分	6.0	41.0	9階	119000.0	12000	-/-/-/-	1	25.04	ＪＲ山手線/神田駅	6	ＪＲ総武線/秋葉原駅	9.0	東京メトロ銀座線/三越前駅	10.0	0.0	0.0	0.0	-	131000.0	0.0	9		0	1	0	0
83	パティオ神田	東京都千代田区岩本町２	ＪＲ山手線/神田駅 歩6分	ＪＲ総武線/秋葉原駅 歩9分	東京メトロ銀座線/三越前駅 歩10分	6.0	41.0	13階	129000.0	12000	-/-/25.8万円/25.8万円	1	30.19	ＪＲ山手線/神田駅	6	ＪＲ総武線/秋葉原駅	9.0	東京メトロ銀座線/三越前駅	10.0	0.0	0.0	258000.0	25.8万円	141000.0	258000.0	13		1	0	1	0
84	パティオ神田	東京都千代田区岩本町２	ＪＲ山手線/神田駅 歩6分	ＪＲ総武線/秋葉原駅 歩9分	東京メトロ銀座線/三越前駅 歩10分	6.0	41.0	13階	129000.0	12000	-/-/25.8万円/-	1	30.19	ＪＲ山手線/神田駅	6	ＪＲ総武線/秋葉原駅	9.0	東京メトロ銀座線/三越前駅	10.0	0.0	0.0	258000.0	-	141000.0	258000.0	13		0	1	0	0
85	パティオ神田	東京都千代田区岩本町２	ＪＲ山手線/神田駅 歩6分	ＪＲ総武線/秋葉原駅 歩9分	東京メトロ銀座線/三越前駅 歩10分	6.0	41.0	13階	139000.0	12000	-/-/-/-	1	30.19	ＪＲ山手線/神田駅	6	ＪＲ総武線/秋葉原駅	9.0	東京メトロ銀座線/三越前駅	10.0	0.0	0.0	0.0	-	151000.0	0.0	13		1	0	1	0
86	パティオ神田	東京都千代田区岩本町２	ＪＲ山手線/神田駅 歩6分	ＪＲ総武線/秋葉原駅 歩9分	東京メトロ銀座線/三越前駅 歩10分	6.0	41.0	5階	175000.0	12000	-/-/35万円/-	1	45.81	ＪＲ山手線/神田駅	6	ＪＲ総武線/秋葉原駅	9.0	東京メトロ銀座線/三越前駅	10.0	0.0	0.0	350000.0	-	187000.0	350000.0	5		1	0	1	0
87	ＪＲ山手線 秋葉原駅 12階建 築12年	東京都千代田区岩本町３	ＪＲ山手線/秋葉原駅 歩5分	ＪＲ総武線快速/馬喰町駅 歩7分	都営新宿線/岩本町駅 歩3分	6.0	41.0	8階	99000.0	0	9.9万円/9.9万円/-/-	1	31.01	ＪＲ山手線/秋葉原駅	5	ＪＲ総武線快速/馬喰町駅	7.0	都営新宿線/岩本町駅	3.0	99000.0	99000.0	0.0	-	99000.0	198000.0	8		0	0	0	0
88	ＪＲ山手線 秋葉原駅 12階建 築12年	東京都千代田区岩本町３	ＪＲ山手線/秋葉原駅 歩5分	ＪＲ総武線快速/馬喰町駅 歩7分	都営新宿線/岩本町駅 歩3分	6.0	41.0	8階	99000.0	0	9.9万円/9.9万円/-/-	1	31.01	ＪＲ山手線/秋葉原駅	5	ＪＲ総武線快速/馬喰町駅	7.0	都営新宿線/岩本町駅	3.0	99000.0	99000.0	0.0	-	99000.0	198000.0	8		0	0	0	0
89	ワテラスタワーレジデンス	東京都千代田区神田淡路町２	ＪＲ中央線/御茶ノ水駅 歩4分	東京メトロ千代田線/新御茶ノ水駅 歩3分	都営新宿線/小川町駅 歩4分	6.0	41.0	30階	270000.0	0	54万円/27万円/-/-	1	51.04	ＪＲ中央線/御茶ノ水駅	4	東京メトロ千代田線/新御茶ノ水駅	3.0	都営新宿線/小川町駅	4.0	540000.0	270000.0	0.0	-	270000.0	810000.0	30		1	0	1	0
90	ワテラスタワーレジデンス	東京都千代田区神田淡路町２	ＪＲ中央線/御茶ノ水駅 歩4分	東京メトロ千代田線/新御茶ノ水駅 歩3分	都営新宿線/小川町駅 歩4分	6.0	41.0	30階	480000.0	0	96万円/48万円/-/-	2	81.71	ＪＲ中央線/御茶ノ水駅	4	東京メトロ千代田線/新御茶ノ水駅	3.0	都営新宿線/小川町駅	4.0	960000.0	480000.0	0.0	-	480000.0	1440000.0	30		1	0	1	0
91	ワテラスタワーレジデンス	東京都千代田区神田淡路町２	ＪＲ中央線/御茶ノ水駅 歩4分	東京メトロ千代田線/新御茶ノ水駅 歩3分	都営新宿線/小川町駅 歩4分	6.0	41.0	22階	650000.0	0	65万円/65万円/-/-	4	104.18	ＪＲ中央線/御茶ノ水駅	4	東京メトロ千代田線/新御茶ノ水駅	3.0	都営新宿線/小川町駅	4.0	650000.0	650000.0	0.0	-	650000.0	1300000.0	22		0	1	0	0
92	ワテラスタワーレジデンス	東京都千代田区神田淡路町２	ＪＲ中央線/御茶ノ水駅 歩4分	東京メトロ千代田線/新御茶ノ水駅 歩3分	都営新宿線/小川町駅 歩4分	6.0	41.0	22階	650000.0	0	65万円/65万円/-/-	4	104.18	ＪＲ中央線/御茶ノ水駅	4	東京メトロ千代田線/新御茶ノ水駅	3.0	都営新宿線/小川町駅	4.0	650000.0	650000.0	0.0	-	650000.0	1300000.0	22		0	1	0	0
93	ザ・パークハウス千代田麹町	東京都千代田区麹町６	東京メトロ丸ノ内線/四ツ谷駅 歩3分	東京メトロ有楽町線/麹町駅 歩6分	東京メトロ有楽町線/市ヶ谷駅 歩15分	6.0	41.0	11階	398000.0	0	79.6万円/39.8万円/-/-	2	75.57	東京メトロ丸ノ内線/四ツ谷駅	3	東京メトロ有楽町線/麹町駅	6.0	東京メトロ有楽町線/市ヶ谷駅	15.0	796000.0	398000.0	0.0	-	398000.0	1194000.0	11		1	0	1	0
94	ザ・パークハウス千代田麹町	東京都千代田区麹町６	東京メトロ丸ノ内線/四ツ谷駅 歩3分	東京メトロ有楽町線/麹町駅 歩6分	東京メトロ有楽町線/市ヶ谷駅 歩15分	6.0	41.0	9階	420000.0	0	84万円/42万円/-/-	3	80.12	東京メトロ丸ノ内線/四ツ谷駅	3	東京メトロ有楽町線/麹町駅	6.0	東京メトロ有楽町線/市ヶ谷駅	15.0	840000.0	420000.0	0.0	-	420000.0	1260000.0	9		1	0	1	0
95	プルデンシャルタワーレジデンス	東京都千代田区永田町２	東京メトロ銀座線/赤坂見附駅 歩1分	東京メトロ半蔵門線/永田町駅 歩5分	東京メトロ千代田線/赤坂駅 歩7分	6.0	41.0	26階	850000.0	0	340万円/-/-/-	2	140.17	東京メトロ銀座線/赤坂見附駅	1	東京メトロ半蔵門線/永田町駅	5.0	東京メトロ千代田線/赤坂駅	7.0	3400000.0	0.0	0.0	-	850000.0	3400000.0	26		1	0	1	0
96	プルデンシャルタワーレジデンス	東京都千代田区永田町２	東京メトロ銀座線/赤坂見附駅 歩1分	東京メトロ半蔵門線/永田町駅 歩5分	東京メトロ千代田線/赤坂駅 歩7分	6.0	41.0	34階	1000000.0	0	400万円/-/-/-	3	164.22	東京メトロ銀座線/赤坂見附駅	1	東京メトロ半蔵門線/永田町駅	5.0	東京メトロ千代田線/赤坂駅	7.0	4000000.0	0.0	0.0	-	1000000.0	4000000.0	34		1	0	1	0
97	日興パレス三番町	東京都千代田区三番町	東京メトロ半蔵門線/半蔵門駅 歩8分	東京メトロ東西線/九段下駅 歩11分	ＪＲ中央線/市ヶ谷駅 歩11分	6.0	41.0	4階	69000.0	0	6.9万円/-/-/-	1	16.33	東京メトロ半蔵門線/半蔵門駅	8	東京メトロ東西線/九段下駅	11.0	ＪＲ中央線/市ヶ谷駅	11.0	69000.0	0.0	0.0	-	69000.0	69000.0	4		0	0	0	0
98	パークコート千代田富士見ザタワー	東京都千代田区富士見２	ＪＲ中央線/飯田橋駅 歩3分			6.0	41.0	12階	285000.0	0	57万円/57万円/-/-	1	45.97	ＪＲ中央線/飯田橋駅	3					570000.0	570000.0	0.0	-	285000.0	1140000.0	12		1	0	1	0
99	パークコート千代田富士見ザタワー	東京都千代田区富士見２	ＪＲ中央線/飯田橋駅 歩3分			6.0	41.0	4階	350000.0	10000	70万円/35万円/-/-	2	55.97	ＪＲ中央線/飯田橋駅	3					700000.0	350000.0	0.0	-	360000.0	1050000.0	4		1	0	1	0
100	パークコート千代田富士見ザタワー	東京都千代田区富士見２	ＪＲ中央線/飯田橋駅 歩3分			6.0	41.0	22階	380000.0	0	76万円/38万円/-/-	1	64.47	ＪＲ中央線/飯田橋駅	3					760000.0	380000.0	0.0	-	380000.0	1140000.0	22		1	0	1	1
101	パークコート千代田富士見ザタワー	東京都千代田区富士見２	ＪＲ中央線/飯田橋駅 歩3分			6.0	41.0	30階	430000.0	0	86万円/43万円/-/-	2	78.82	ＪＲ中央線/飯田橋駅	3					860000.0	430000.0	0.0	-	430000.0	1290000.0	30		1	0	1	1
102	パークコート千代田富士見ザタワー	東京都千代田区富士見２	ＪＲ中央線/飯田橋駅 歩3分			6.0	41.0	37階	750000.0	0	150万円/150万円/-/-	3	88.21	ＪＲ中央線/飯田橋駅	3					1500000.0	1500000.0	0.0	-	750000.0	3000000.0	37		1	0	1	0
103	チェスターハウス九段下	東京都千代田区飯田橋２	東京メトロ東西線/飯田橋駅 歩4分	都営新宿線/九段下駅 歩6分	東京メトロ有楽町線/飯田橋駅 歩4分	6.0	41.0	7階	224000.0	8000	22.4万円/22.4万円/-/-	2	54.54	東京メトロ東西線/飯田橋駅	4	都営新宿線/九段下駅	6.0	東京メトロ有楽町線/飯田橋駅	4.0	224000.0	224000.0	0.0	-	232000.0	448000.0	7		1	0	1	0
104	チェスターハウス九段下	東京都千代田区飯田橋２	東京メトロ東西線/飯田橋駅 歩4分	都営新宿線/九段下駅 歩6分	東京メトロ有楽町線/飯田橋駅 歩4分	6.0	41.0	6階	224000.0	8000	22.4万円/22.4万円/-/-	2	54.54	東京メトロ東西線/飯田橋駅	4	都営新宿線/九段下駅	6.0	東京メトロ有楽町線/飯田橋駅	4.0	224000.0	224000.0	0.0	-	232000.0	448000.0	6		1	0	1	0
105	ザ・パークハウスグラン千鳥ヶ淵	東京都千代田区三番町	東京メトロ半蔵門線/半蔵門駅 歩7分	東京メトロ東西線/九段下駅 歩12分	東京メトロ有楽町線/麹町駅 歩12分	6.0	41.0	2階	480000.0	0	96万円/48万円/-/-	2	72.26	東京メトロ半蔵門線/半蔵門駅	7	東京メトロ東西線/九段下駅	12.0	東京メトロ有楽町線/麹町駅	12.0	960000.0	480000.0	0.0	-	480000.0	1440000.0	2		1	0	1	0
106	ザ・パークハウスグラン千鳥ヶ淵	東京都千代田区三番町	東京メトロ半蔵門線/半蔵門駅 歩7分	東京メトロ東西線/九段下駅 歩12分	東京メトロ有楽町線/麹町駅 歩12分	6.0	41.0	3階	610000.0	0	61万円/61万円/-/-	3	100.13	東京メトロ半蔵門線/半蔵門駅	7	東京メトロ東西線/九段下駅	12.0	東京メトロ有楽町線/麹町駅	12.0	610000.0	610000.0	0.0	-	610000.0	1220000.0	3		1	0	1	0
107	ザ・パークハウスグラン千鳥ヶ淵	東京都千代田区三番町	東京メトロ半蔵門線/半蔵門駅 歩7分	東京メトロ東西線/九段下駅 歩12分	東京メトロ有楽町線/麹町駅 歩12分	6.0	41.0	2階	700000.0	0	70万円/70万円/-/-	3	113.01	東京メトロ半蔵門線/半蔵門駅	7	東京メトロ東西線/九段下駅	12.0	東京メトロ有楽町線/麹町駅	12.0	700000.0	700000.0	0.0	-	700000.0	1400000.0	2		1	0	1	0
108	ザ・パークハウスグラン千鳥ヶ淵	東京都千代田区三番町	東京メトロ半蔵門線/半蔵門駅 歩7分	東京メトロ東西線/九段下駅 歩12分	東京メトロ有楽町線/麹町駅 歩12分	6.0	41.0	3階	700000.0	0	140万円/-/-/-	3	100.13	東京メトロ半蔵門線/半蔵門駅	7	東京メトロ東西線/九段下駅	12.0	東京メトロ有楽町線/麹町駅	12.0	1400000.0	0.0	0.0	-	700000.0	1400000.0	3		1	0	1	0
109	ザ・パークハウスグラン千鳥ヶ淵	東京都千代田区三番町	東京メトロ半蔵門線/半蔵門駅 歩7分	東京メトロ東西線/九段下駅 歩12分	東京メトロ有楽町線/麹町駅 歩12分	6.0	41.0	2階	730000.0	0	73万円/73万円/-/-	3	120.65	東京メトロ半蔵門線/半蔵門駅	7	東京メトロ東西線/九段下駅	12.0	東京メトロ有楽町線/麹町駅	12.0	730000.0	730000.0	0.0	-	730000.0	1460000.0	2		1	0	1	0
110	ザ・パークハウスグラン千鳥ヶ淵	東京都千代田区三番町	東京メトロ半蔵門線/半蔵門駅 歩7分	東京メトロ東西線/九段下駅 歩12分	東京メトロ有楽町線/麹町駅 歩12分	6.0	41.0	5階	950000.0	0	190万円/95万円/-/-	2	113.01	東京メトロ半蔵門線/半蔵門駅	7	東京メトロ東西線/九段下駅	12.0	東京メトロ有楽町線/麹町駅	12.0	1900000.0	950000.0	0.0	-	950000.0	2850000.0	5		1	0	1	0
111	レジディア御茶ノ水II	東京都千代田区外神田２	東京メトロ銀座線/末広町駅 歩5分	東京メトロ丸ノ内線/御茶ノ水駅 歩6分	東京メトロ千代田線/湯島駅 歩7分	6.0	41.0	10階	117000.0	10000	11.7万円/11.7万円/-/-	1	25.14	東京メトロ銀座線/末広町駅	5	東京メトロ丸ノ内線/御茶ノ水駅	6.0	東京メトロ千代田線/湯島駅	7.0	117000.0	117000.0	0.0	-	127000.0	234000.0	10		0	1	0	0
112	レジディア御茶ノ水II	東京都千代田区外神田２	東京メトロ銀座線/末広町駅 歩5分	東京メトロ丸ノ内線/御茶ノ水駅 歩6分	東京メトロ千代田線/湯島駅 歩7分	6.0	41.0	10階	133000.0	10000	13.3万円/13.3万円/-/-	1	30.27	東京メトロ銀座線/末広町駅	5	東京メトロ丸ノ内線/御茶ノ水駅	6.0	東京メトロ千代田線/湯島駅	7.0	133000.0	133000.0	0.0	-	143000.0	266000.0	10		1	0	0	0
113	レジディア御茶ノ水II	東京都千代田区外神田２	東京メトロ銀座線/末広町駅 歩5分	東京メトロ丸ノ内線/御茶ノ水駅 歩6分	東京メトロ千代田線/湯島駅 歩7分	6.0	41.0	9階	213000.0	10000	42.6万円/21.3万円/-/-	2	50.6	東京メトロ銀座線/末広町駅	5	東京メトロ丸ノ内線/御茶ノ水駅	6.0	東京メトロ千代田線/湯島駅	7.0	426000.0	213000.0	0.0	-	223000.0	639000.0	9		1	0	1	0
114	番町パークハウス	東京都千代田区四番町	ＪＲ中央線/市ヶ谷駅 歩3分	東京メトロ半蔵門線/半蔵門駅 歩8分	ＪＲ中央線/四ツ谷駅 歩11分	6.0	41.0	5階	420000.0	0	84万円/42万円/-/-	1	89.52	ＪＲ中央線/市ヶ谷駅	3	東京メトロ半蔵門線/半蔵門駅	8.0	ＪＲ中央線/四ツ谷駅	11.0	840000.0	420000.0	0.0	-	420000.0	1260000.0	5		1	0	1	0
115	番町パークハウス	東京都千代田区四番町	ＪＲ中央線/市ヶ谷駅 歩3分	東京メトロ半蔵門線/半蔵門駅 歩8分	ＪＲ中央線/四ツ谷駅 歩11分	6.0	41.0	11階	450000.0	0	45万円/45万円/-/-	2	85.61	ＪＲ中央線/市ヶ谷駅	3	東京メトロ半蔵門線/半蔵門駅	8.0	ＪＲ中央線/四ツ谷駅	11.0	450000.0	450000.0	0.0	-	450000.0	900000.0	11		1	0	1	0
116	番町パークハウス	東京都千代田区四番町	ＪＲ中央線/市ヶ谷駅 歩3分	東京メトロ半蔵門線/半蔵門駅 歩8分	ＪＲ中央線/四ツ谷駅 歩11分	6.0	41.0	11階	450000.0	0	45万円/45万円/-/-	2	85.61	ＪＲ中央線/市ヶ谷駅	3	東京メトロ半蔵門線/半蔵門駅	8.0	ＪＲ中央線/四ツ谷駅	11.0	450000.0	450000.0	0.0	-	450000.0	900000.0	11		1	0	1	0
117	番町パークハウス	東京都千代田区四番町	ＪＲ中央線/市ヶ谷駅 歩3分	東京メトロ半蔵門線/半蔵門駅 歩8分	ＪＲ中央線/四ツ谷駅 歩11分	6.0	41.0	11階	480000.0	0	48万円/48万円/-/-	2	85.61	ＪＲ中央線/市ヶ谷駅	3	東京メトロ半蔵門線/半蔵門駅	8.0	ＪＲ中央線/四ツ谷駅	11.0	480000.0	480000.0	0.0	-	480000.0	960000.0	11		1	0	1	0
118	番町パークハウス	東京都千代田区四番町	ＪＲ中央線/市ヶ谷駅 歩3分	東京メトロ半蔵門線/半蔵門駅 歩8分	ＪＲ中央線/四ツ谷駅 歩11分	6.0	41.0	11階	480000.0	0	48万円/48万円/-/-	2	85.61	ＪＲ中央線/市ヶ谷駅	3	東京メトロ半蔵門線/半蔵門駅	8.0	ＪＲ中央線/四ツ谷駅	11.0	480000.0	480000.0	0.0	-	480000.0	960000.0	11		1	0	1	0
119	番町パークハウス	東京都千代田区四番町	ＪＲ中央線/市ヶ谷駅 歩3分	東京メトロ半蔵門線/半蔵門駅 歩8分	ＪＲ中央線/四ツ谷駅 歩11分	6.0	41.0	11階	480000.0	0	48万円/48万円/-/-	2	85.61	ＪＲ中央線/市ヶ谷駅	3	東京メトロ半蔵門線/半蔵門駅	8.0	ＪＲ中央線/四ツ谷駅	11.0	480000.0	480000.0	0.0	-	480000.0	960000.0	11		1	0	1	0
120	ハーモニーレジデンス千代田岩本町	東京都千代田区岩本町１	東京メトロ日比谷線/小伝馬町駅 歩3分	ＪＲ山手線/神田駅 歩8分	都営新宿線/岩本町駅 歩8分	6.0	41.0	12階	205000.0	15000	10.25万円/20.5万円/-/-	2	54.66	東京メトロ日比谷線/小伝馬町駅	3	ＪＲ山手線/神田駅	8.0	都営新宿線/岩本町駅	8.0	102500.0	205000.0	0.0	-	220000.0	307500.0	12		1	0	1	0
121	ハーモニーレジデンス千代田岩本町	東京都千代田区岩本町１	東京メトロ日比谷線/小伝馬町駅 歩3分	ＪＲ山手線/神田駅 歩8分	都営新宿線/岩本町駅 歩8分	6.0	41.0	12階	205000.0	15000	10.25万円/20.5万円/-/-	2	54.66	東京メトロ日比谷線/小伝馬町駅	3	ＪＲ山手線/神田駅	8.0	都営新宿線/岩本町駅	8.0	102500.0	205000.0	0.0	-	220000.0	307500.0	12		1	0	1	0
122	ミュラーハウス	東京都千代田区一番町	東京メトロ半蔵門線/半蔵門駅 歩3分	都営新宿線/市ヶ谷駅 歩10分	東京メトロ有楽町線/麹町駅 歩7分	6.0	41.0	7階	260000.0	25000	52万円/-/-/-	2	72.3	東京メトロ半蔵門線/半蔵門駅	3	都営新宿線/市ヶ谷駅	10.0	東京メトロ有楽町線/麹町駅	7.0	520000.0	0.0	0.0	-	285000.0	520000.0	7		1	0	1	0
